"ano.inicio","edad","estado.civil","raza","nivel.educacion","tipo.trabajo","salud","seguro.medico","log.salario","salario"
2009,37,"casado","blanca","Bachillerato","Industrial","buena","si",488081359228079,131737801155001
2005,58,"divorciado","negra","Bachillerato","Servicios","muy buena","no",439794000867204,812832532842527
2007,52,"casado","blanca","Algun Curso Universidad","Industrial","buena","si",446239799789896,866951548289402
2006,45,"casado","blanca","Algun Curso Universidad","Servicios","buena","si",506069784035361,157700527725737
2008,33,"casado","blanca","Bachillerato","Industrial","muy buena","no",417614916112655,6511462387776
2004,51,"casado","blanca","Algun Curso Universidad","Industrial","muy buena","no",450514997831991,904819133566401
2008,50,"casado","blanca","No tiene bachillerato","Industrial","muy buena","no",384509804001426,467632687977187
2006,42,"casado","blanca","Bachillerato","Industrial","buena","si",444715803134222,853839403789827
2004,46,"soltero","blanca","Algun Curso Universidad","Industrial","buena","si",493951925261862,139703071527658
2005,43,"casado","blanca","Master Universitario","Servicios","muy buena","si",5,148413159102577
2003,47,"casado","blanca","Algun Curso Universidad","Industrial","muy buena","si",439794000867204,812832532842527
2005,47,"casado","blanca","Master Universitario","Servicios","muy buena","no",477815125038364,118884359339886
2004,44,"casado","blanca","Graduado Universitario","Servicios","buena","no",426481782300954,711519565433031
2008,36,"casado","asiatica","Bachillerato","Industrial","muy buena","no",417609125905568,651108537153447
2008,39,"casado","blanca","Bachillerato","Industrial","buena","no",417609125905568,651108537153447
2003,29,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",483250891270624,125525498433836
2005,40,"casado","blanca","Algun Curso Universidad","Servicios","muy buena","si",481291335664286,123089699847943
2007,20,"soltero","blanca","Algun Curso Universidad","Industrial","buena","si",426007138798508,708150386167557
2004,32,"casado","blanca","Master Universitario","Servicios","muy buena","si",472427586960079,1126488963421
2003,36,"casado","blanca","Algun Curso Universidad","Industrial","muy buena","si",446239799789896,866951548289402
2009,31,"soltero","negra","Algun Curso Universidad","Industrial","muy buena","si",441497334797082,826796372966372
2005,28,"casado","asiatica","Graduado Universitario","Industrial","muy buena","si",48750612633917,130982177377461
2005,41,"divorciado","otra","Algun Curso Universidad","Servicios","buena","si",476342799356294,117146816914805
2004,54,"casado","blanca","Graduado Universitario","Industrial","muy buena","si",517609125905568,176989650489877
2004,42,"casado","blanca","Bachillerato","Industrial","muy buena","no",477815125038364,118884359339886
2003,19,"soltero","blanca","Bachillerato","Servicios","buena","si",423044892137827,687480877337669
2009,59,"casado","blanca","Algun Curso Universidad","Servicios","buena","no",559061783348625,267901086855275
2003,64,"soltero","blanca","Algun Curso Universidad","Servicios","buena","si",460205999132796,996894636984864
2003,31,"casado","blanca","Algun Curso Universidad","Industrial","muy buena","si",452891670027766,926581301668597
2004,37,"soltero","blanca","Algun Curso Universidad","Servicios","muy buena","si",469897000433602,109833985642199
2004,30,"casado","blanca","Bachillerato","Industrial","muy buena","si",447712125471966,879810327856054
2005,24,"soltero","blanca","Graduado Universitario","Industrial","muy buena","si",477815125038364,118884359339886
2006,26,"casado","blanca","Bachillerato","Industrial","buena","no",431806333496276,750431540173515
2004,44,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",474036268949424,114475713290347
2008,39,"casado","blanca","Master Universitario","Servicios","muy buena","si",562321723414596,276778413321176
2005,48,"casado","blanca","Master Universitario","Servicios","muy buena","si",562618633492728,277601417511009
2004,53,"soltero","negra","Bachillerato","Industrial","buena","si",438916608436453,805731997057359
2004,42,"casado","asiatica","Master Universitario","Servicios","muy buena","si",474036268949424,114475713290347
2009,44,"casado","blanca","Master Universitario","Industrial","muy buena","si",511394335230684,166324941233877
2003,25,"soltero","blanca","Graduado Universitario","Servicios","muy buena","si",444715803134222,853839403789827
2004,46,"casado","blanca","Bachillerato","Industrial","buena","si",377815125038364,437351116779821
2003,52,"casado","blanca","Algun Curso Universidad","Servicios","muy buena","no",46232492903979,10182435207568
2008,33,"casado","blanca","Algun Curso Universidad","Servicios","buena","si",447712125471966,879810327856054
2007,30,"casado","negra","Algun Curso Universidad","Servicios","muy buena","no",479934054945358,121430313822622
2007,38,"soltero","blanca","Algun Curso Universidad","Industrial","muy buena","si",469897000433602,109833985642199
2005,29,"soltero","blanca","Bachillerato","Servicios","muy buena","si",438021124171161,798549003093467
2008,57,"casado","asiatica","Graduado Universitario","Industrial","buena","si",484509804001426,127115743812184
2003,50,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",474741180788642,115285516994187
2008,23,"soltero","blanca","Algun Curso Universidad","Industrial","buena","no",459108687796735,986015397849967
2006,46,"divorciado","blanca","Algun Curso Universidad","Servicios","muy buena","si",49731278535997,14447808766541
2005,61,"casado","blanca","Graduado Universitario","Industrial","buena","si",491381385238372,13615771083723
2007,70,"casado","blanca","No tiene bachillerato","Servicios","muy buena","no",461278385671974,100764272842107
2009,59,"casado","blanca","Bachillerato","Industrial","buena","si",434242268082221,768936025176112
2003,57,"casado","negra","Bachillerato","Industrial","buena","si",450514997831991,904819133566401
2003,25,"soltero","blanca","Bachillerato","Industrial","buena","no",446239799789896,866951548289402
2005,48,"casado","blanca","Algun Curso Universidad","Industrial","muy buena","si",481954393554187,123908567597957
2009,52,"casado","asiatica","Master Universitario","Servicios","buena","no",417609125905568,651108537153447
2009,44,"separado","blanca","Graduado Universitario","Servicios","muy buena","si",488081359228079,131737801155001
2004,40,"casado","blanca","Bachillerato","Industrial","muy buena","si",420411998265593,669616443217359
2008,43,"casado","blanca","Graduado Universitario","Servicios","buena","si",527875360095283,196125272594255
2005,51,"casado","blanca","Algun Curso Universidad","Industrial","buena","si",511394335230684,166324941233877
2003,43,"casado","asiatica","No tiene bachillerato","Servicios","muy buena","no",417609125905568,651108537153447
2003,42,"casado","blanca","Bachillerato","Industrial","muy buena","si",479239168949825,120589436530402
2008,28,"casado","blanca","Bachillerato","Industrial","muy buena","no",46232492903979,10182435207568
2003,54,"casado","blanca","Master Universitario","Servicios","muy buena","no",5,148413159102577
2005,34,"casado","blanca","Master Universitario","Servicios","muy buena","si",506923136334717,159052027129346
2004,50,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",469897000433602,109833985642199
2005,36,"casado","blanca","Master Universitario","Servicios","muy buena","si",494200805302231,140051197616953
2005,36,"casado","blanca","Graduado Universitario","Industrial","muy buena","si",488546864938853,132352477709878
2005,71,"viudo","blanca","Algun Curso Universidad","Industrial","buena","si",477815125038364,118884359339886
2006,31,"soltero","asiatica","Master Universitario","Servicios","muy buena","si",457978359661681,974932940453934
2005,43,"casado","blanca","Master Universitario","Servicios","buena","si",490308998699194,134705375118879
2007,20,"soltero","blanca","Algun Curso Universidad","Industrial","buena","no",427875360095283,721504556815713
2007,23,"soltero","blanca","No tiene bachillerato","Industrial","muy buena","si",447712125471966,879810327856054
2007,42,"divorciado","blanca","Bachillerato","Industrial","buena","no",390308998699194,495553381215226
2005,41,"casado","blanca","Master Universitario","Servicios","muy buena","si",500432137378264,149055895589404
2009,27,"casado","blanca","Master Universitario","Servicios","muy buena","si",480617997398389,122263673892802
2008,29,"casado","blanca","Algun Curso Universidad","Industrial","buena","no",46232492903979,10182435207568
2008,41,"divorciado","blanca","Algun Curso Universidad","Industrial","buena","si",460205999132796,996894636984864
2003,41,"casado","negra","Bachillerato","Industrial","buena","si",465321251377534,104921506533664
2003,22,"soltero","blanca","Algun Curso Universidad","Servicios","buena","no",439794000867204,812832532842527
2003,39,"casado","blanca","Bachillerato","Industrial","buena","si",430102999566398,737757432746946
2008,50,"casado","blanca","Graduado Universitario","Industrial","muy buena","no",441497334797082,826796372966372
2006,49,"soltero","blanca","Graduado Universitario","Industrial","buena","si",5,148413159102577
2003,42,"casado","blanca","Algun Curso Universidad","Servicios","muy buena","si",477815125038364,118884359339886
2008,38,"casado","negra","Bachillerato","Servicios","muy buena","si",486332286012046,129453644576625
2004,55,"casado","blanca","Graduado Universitario","Servicios","buena","no",490308998699194,134705375118879
2005,47,"soltero","blanca","Bachillerato","Industrial","buena","no",438021124171161,798549003093467
2007,52,"casado","otra","No tiene bachillerato","Servicios","muy buena","no",42211533219547,68111994065327
2009,56,"divorciado","blanca","Graduado Universitario","Industrial","muy buena","no",369897000433602,404056652596845
2007,30,"casado","blanca","Algun Curso Universidad","Servicios","muy buena","no",488081359228079,131737801155001
2005,56,"casado","blanca","Bachillerato","Industrial","buena","no",490308998699194,134705375118879
2003,46,"casado","blanca","Bachillerato","Industrial","buena","si",474036268949424,114475713290347
2009,43,"casado","blanca","No tiene bachillerato","Servicios","muy buena","no",483884909073726,126323880709786
2003,35,"casado","blanca","Algun Curso Universidad","Industrial","buena","si",475966784468963,116707154559148
2009,58,"casado","blanca","Bachillerato","Industrial","buena","si",469897000433602,109833985642199
2009,69,"casado","blanca","Bachillerato","Industrial","buena","si",439724458101039,81226746312023
2006,68,"divorciado","blanca","Bachillerato","Servicios","buena","si",447712125471966,879810327856054
2004,52,"casado","blanca","Algun Curso Universidad","Servicios","muy buena","si",484509804001426,127115743812184
2005,46,"soltero","negra","Graduado Universitario","Servicios","buena","si",465321251377534,104921506533664
2007,39,"soltero","blanca","Graduado Universitario","Servicios","muy buena","si",468124123737559,107903923866876
2009,66,"casado","blanca","Graduado Universitario","Industrial","buena","no",469897000433602,109833985642199
2005,30,"casado","blanca","Master Universitario","Industrial","muy buena","si",476342799356294,117146816914805
2006,30,"divorciado","blanca","Algun Curso Universidad","Industrial","muy buena","si",468124123737559,107903923866876
2005,43,"casado","blanca","Bachillerato","Industrial","muy buena","no",427875360095283,721504556815713
2008,49,"casado","blanca","Master Universitario","Industrial","muy buena","si",507918124604763,160642475408263
2005,54,"casado","blanca","Master Universitario","Servicios","muy buena","si",5,148413159102577
2008,48,"divorciado","blanca","Master Universitario","Servicios","muy buena","si",496378782734556,143134940811134
2008,37,"separado","negra","Algun Curso Universidad","Servicios","muy buena","no",457978359661681,974932940453934
2007,46,"casado","blanca","Graduado Universitario","Servicios","buena","si",495424250943933,14177517233318
2007,53,"casado","blanca","Bachillerato","Industrial","muy buena","no",5,148413159102577
2009,31,"soltero","blanca","Graduado Universitario","Industrial","muy buena","si",469897000433602,109833985642199
2006,18,"soltero","blanca","Algun Curso Universidad","Servicios","muy buena","no",407918124604763,590970640815891
2003,49,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",502734960777476,15252821689856
2006,39,"casado","blanca","Bachillerato","Industrial","muy buena","no",439794000867204,812832532842527
2003,40,"casado","blanca","Bachillerato","Servicios","buena","no",377815125038364,437351116779821
2008,37,"casado","blanca","Bachillerato","Servicios","muy buena","si",456820172406699,963706528322308
2006,24,"casado","blanca","Bachillerato","Industrial","muy buena","si",46232492903979,10182435207568
2007,35,"casado","blanca","Graduado Universitario","Industrial","muy buena","si",48750612633917,130982177377461
2007,27,"soltero","blanca","Bachillerato","Industrial","muy buena","no",441497334797082,826796372966372
2003,44,"soltero","asiatica","Master Universitario","Servicios","muy buena","si",48750612633917,130982177377461
2008,46,"casado","blanca","Graduado Universitario","Industrial","muy buena","no",449136169383427,892428846644714
2005,40,"casado","blanca","Algun Curso Universidad","Servicios","buena","no",444404479591808,851185334226767
2007,39,"casado","blanca","Master Universitario","Servicios","muy buena","si",511394335230684,166324941233877
2008,42,"soltero","blanca","No tiene bachillerato","Industrial","buena","si",461278385671974,100764272842107
2003,37,"casado","blanca","Bachillerato","Industrial","muy buena","si",460205999132796,996894636984864
2008,58,"casado","blanca","Algun Curso Universidad","Servicios","muy buena","si",481291335664286,123089699847943
2005,40,"casado","asiatica","Master Universitario","Industrial","muy buena","si",509691001300806,163515863976238
2003,27,"casado","blanca","Bachillerato","Servicios","buena","si",444715803134222,853839403789827
2003,31,"casado","blanca","Algun Curso Universidad","Servicios","muy buena","si",432221929473392,753556793180091
2008,44,"casado","blanca","Bachillerato","Industrial","muy buena","no",417609125905568,651108537153447
2003,38,"divorciado","blanca","Bachillerato","Industrial","muy buena","si",452891670027766,926581301668597
2004,34,"casado","blanca","Graduado Universitario","Servicios","muy buena","no",492427928606188,137590142766506
2005,41,"casado","blanca","Bachillerato","Servicios","muy buena","si",490417436828416,13485152633512
2007,20,"soltero","blanca","No tiene bachillerato","Industrial","muy buena","no",428330122870355,724793162971252
2008,28,"soltero","blanca","Graduado Universitario","Servicios","muy buena","si",518477374027202,178533050380204
2009,55,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",45910646070265,985993438603892
2008,38,"casado","blanca","Graduado Universitario","Servicios","buena","no",47481880270062,115375038556391
2005,33,"soltero","negra","Bachillerato","Industrial","buena","no",430102999566398,737757432746946
2009,43,"soltero","blanca","Bachillerato","Industrial","buena","si",360205999132796,366737041960799
2006,50,"casado","asiatica","Graduado Universitario","Servicios","muy buena","si",481291335664286,123089699847943
2008,55,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",447712125471966,879810327856054
2005,24,"soltero","negra","Algun Curso Universidad","Servicios","muy buena","no",430319605742049,739357192871731
2008,41,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",517609125905568,176989650489877
2009,37,"divorciado","blanca","Graduado Universitario","Servicios","buena","no",477815125038364,118884359339886
2005,42,"casado","blanca","Algun Curso Universidad","Servicios","buena","si",490308998699194,134705375118879
2004,25,"soltero","blanca","Graduado Universitario","Servicios","muy buena","si",450514997831991,904819133566401
2005,45,"casado","blanca","Master Universitario","Servicios","muy buena","si",5,148413159102577
2009,40,"casado","blanca","No tiene bachillerato","Industrial","muy buena","si",439794000867204,812832532842527
2004,43,"casado","blanca","Master Universitario","Servicios","muy buena","si",48750612633917,130982177377461
2006,50,"casado","blanca","Algun Curso Universidad","Industrial","muy buena","si",517609125905568,176989650489877
2003,42,"soltero","blanca","Bachillerato","Servicios","buena","si",441497334797082,826796372966372
2003,38,"casado","blanca","Bachillerato","Industrial","buena","si",488081359228079,131737801155001
2006,44,"divorciado","blanca","No tiene bachillerato","Industrial","muy buena","si",441497334797082,826796372966372
2007,19,"soltero","blanca","Algun Curso Universidad","Industrial","buena","no",372427586960079,414412130349115
2004,44,"soltero","blanca","Algun Curso Universidad","Servicios","muy buena","si",476342799356294,117146816914805
2003,26,"soltero","blanca","No tiene bachillerato","Industrial","muy buena","si",430102999566398,737757432746946
2005,54,"casado","blanca","Bachillerato","Industrial","buena","si",446239799789896,866951548289402
2006,32,"casado","blanca","Graduado Universitario","Industrial","muy buena","si",460205999132796,996894636984864
2008,49,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",495424250943933,14177517233318
2005,35,"casado","blanca","No tiene bachillerato","Industrial","muy buena","no",426007138798508,708150386167557
2007,34,"casado","blanca","No tiene bachillerato","Servicios","muy buena","no",427875360095283,721504556815713
2003,23,"soltero","blanca","No tiene bachillerato","Industrial","muy buena","no",4,545981500331442
2008,60,"casado","asiatica","Algun Curso Universidad","Servicios","buena","si",484509804001426,127115743812184
2006,54,"casado","blanca","Master Universitario","Servicios","buena","si",430102999566398,737757432746946
2003,31,"casado","negra","Algun Curso Universidad","Servicios","muy buena","no",493951925261862,139703071527658
2006,47,"casado","blanca","Graduado Universitario","Servicios","muy buena","no",507918124604763,160642475408263
2003,48,"divorciado","blanca","Bachillerato","Industrial","buena","no",317609125905568,239529444789965
2005,48,"casado","blanca","Graduado Universitario","Servicios","buena","si",47481880270062,115375038556391
2004,35,"casado","blanca","Bachillerato","Servicios","buena","no",474036268949424,114475713290347
2006,55,"casado","blanca","Master Universitario","Servicios","muy buena","si",484509804001426,127115743812184
2004,35,"casado","blanca","Master Universitario","Servicios","muy buena","si",492427928606188,137590142766506
2009,37,"casado","asiatica","Graduado Universitario","Servicios","muy buena","si",517609125905568,176989650489877
2003,27,"soltero","negra","Bachillerato","Servicios","muy buena","no",314736710779379,232747040516601
2007,64,"casado","blanca","Bachillerato","Servicios","muy buena","si",450514997831991,904819133566401
2003,52,"divorciado","blanca","Bachillerato","Industrial","buena","si",430102999566398,737757432746946
2007,47,"separado","negra","No tiene bachillerato","Servicios","muy buena","no",441497334797082,826796372966372
2003,26,"soltero","blanca","Bachillerato","Industrial","muy buena","no",404139268515823,569055391446732
2005,41,"casado","blanca","No tiene bachillerato","Industrial","muy buena","no",485733249643127,128680488220624
2009,22,"soltero","blanca","Bachillerato","Industrial","muy buena","si",431806333496276,750431540173515
2004,76,"casado","blanca","Algun Curso Universidad","Industrial","buena","no",430102999566398,737757432746946
2006,46,"casado","blanca","Bachillerato","Industrial","buena","si",468274058133502,108065830309718
2006,39,"casado","negra","Algun Curso Universidad","Industrial","buena","si",481291335664286,123089699847943
2006,39,"casado","blanca","Master Universitario","Industrial","muy buena","si",562689955920852,27779948020565
2004,23,"soltero","blanca","Algun Curso Universidad","Industrial","buena","si",430102999566398,737757432746946
2006,49,"casado","blanca","Algun Curso Universidad","Industrial","muy buena","si",481954393554187,123908567597957
2009,44,"casado","blanca","No tiene bachillerato","Industrial","buena","no",447712125471966,879810327856054
2006,20,"soltero","blanca","Bachillerato","Industrial","muy buena","no",425527250510331,704760196469445
2005,43,"casado","blanca","Master Universitario","Servicios","muy buena","si",562618633492728,277601417511009
2006,42,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",5,148413159102577
2009,46,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",474036268949424,114475713290347
2009,33,"soltero","blanca","Graduado Universitario","Servicios","muy buena","si",460205999132796,996894636984864
2003,62,"casado","blanca","Master Universitario","Servicios","muy buena","si",559198011410292,268266292012557
2006,38,"casado","blanca","Algun Curso Universidad","Servicios","buena","si",48750612633917,130982177377461
2005,43,"casado","blanca","Graduado Universitario","Industrial","muy buena","no",469897000433602,109833985642199
2005,46,"divorciado","blanca","Graduado Universitario","Servicios","muy buena","si",562618633492728,277601417511009
2006,18,"soltero","blanca","Bachillerato","Industrial","muy buena","no",430102999566398,737757432746946
2009,63,"casado","blanca","Master Universitario","Servicios","buena","no",559061783348625,267901086855275
2006,43,"soltero","negra","Master Universitario","Industrial","muy buena","si",478532983501077,11974085129618
2009,44,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",495424250943933,14177517233318
2008,53,"soltero","negra","Algun Curso Universidad","Servicios","buena","si",485400223312699,128252661096619
2008,58,"soltero","blanca","No tiene bachillerato","Servicios","buena","si",450514997831991,904819133566401
2003,23,"soltero","blanca","Graduado Universitario","Industrial","muy buena","no",434242268082221,768936025176112
2004,50,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",484509804001426,127115743812184
2004,35,"soltero","blanca","Master Universitario","Servicios","muy buena","si",477815125038364,118884359339886
2006,38,"casado","blanca","Master Universitario","Servicios","buena","si",530102999566398,200543262324662
2004,36,"casado","blanca","Bachillerato","Industrial","buena","si",447712125471966,879810327856054
2005,32,"casado","blanca","Master Universitario","Servicios","muy buena","si",5,148413159102577
2003,56,"casado","blanca","Master Universitario","Servicios","muy buena","si",559198011410292,268266292012557
2005,41,"casado","blanca","Algun Curso Universidad","Servicios","muy buena","no",447712125471966,879810327856054
2004,40,"soltero","blanca","Bachillerato","Industrial","buena","no",460205999132796,996894636984864
2004,26,"soltero","blanca","Graduado Universitario","Industrial","muy buena","no",441497334797082,826796372966372
2006,26,"casado","blanca","Bachillerato","Servicios","muy buena","si",48750612633917,130982177377461
2008,47,"divorciado","blanca","Graduado Universitario","Servicios","muy buena","si",469019608002851,108874525834712
2007,25,"soltero","negra","Graduado Universitario","Servicios","muy buena","no",4,545981500331442
2006,58,"casado","negra","Algun Curso Universidad","Servicios","buena","no",573518995947785,3095717712662
2008,57,"casado","blanca","Bachillerato","Servicios","muy buena","no",441500675395383,826823993373301
2003,30,"soltero","blanca","No tiene bachillerato","Servicios","muy buena","no",408813608870055,596286455536557
2007,44,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",511394335230684,166324941233877
2009,29,"casado","blanca","Bachillerato","Industrial","muy buena","no",438021124171161,798549003093467
2007,51,"casado","blanca","Graduado Universitario","Industrial","buena","no",477815125038364,118884359339886
2006,37,"casado","blanca","No tiene bachillerato","Industrial","muy buena","no",453147891704226,928958447894966
2004,67,"casado","asiatica","Master Universitario","Servicios","buena","si",507918124604763,160642475408263
2009,34,"casado","blanca","No tiene bachillerato","Industrial","muy buena","no",425527250510331,704760196469445
2003,50,"casado","blanca","Master Universitario","Servicios","muy buena","si",479239168949825,120589436530402
2005,38,"casado","blanca","Bachillerato","Industrial","muy buena","si",507918124604763,160642475408263
2008,55,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",514612803567824,171765132627508
2003,27,"soltero","blanca","Algun Curso Universidad","Industrial","buena","si",479239168949825,120589436530402
2007,39,"casado","blanca","Algun Curso Universidad","Industrial","muy buena","si",490308998699194,134705375118879
2007,54,"casado","blanca","Algun Curso Universidad","Industrial","buena","si",5,148413159102577
2008,55,"divorciado","blanca","Master Universitario","Servicios","buena","si",486332286012046,129453644576625
2003,49,"casado","negra","Algun Curso Universidad","Servicios","buena","no",490308998699194,134705375118879
2003,42,"casado","blanca","No tiene bachillerato","Industrial","buena","no",404139268515823,569055391446732
2005,39,"casado","blanca","Graduado Universitario","Industrial","muy buena","no",447712125471966,879810327856054
2003,32,"soltero","blanca","Bachillerato","Industrial","muy buena","si",42211533219547,68111994065327
2005,39,"casado","blanca","Algun Curso Universidad","Industrial","muy buena","si",485733249643127,128680488220624
2003,50,"casado","blanca","Master Universitario","Servicios","muy buena","si",490308998699194,134705375118879
2004,47,"casado","blanca","Bachillerato","Industrial","muy buena","no",454406804435028,940727147457005
2003,40,"soltero","blanca","Algun Curso Universidad","Industrial","muy buena","no",447712125471966,879810327856054
2006,51,"soltero","blanca","Algun Curso Universidad","Servicios","muy buena","si",477815125038364,118884359339886
2009,28,"casado","asiatica","Algun Curso Universidad","Industrial","muy buena","no",423044892137827,687480877337669
2007,53,"divorciado","blanca","Algun Curso Universidad","Industrial","muy buena","si",454406804435028,940727147457005
2005,54,"casado","blanca","Algun Curso Universidad","Servicios","muy buena","si",477815125038364,118884359339886
2009,51,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",451851393987789,916992261117042
2008,33,"casado","blanca","Master Universitario","Industrial","muy buena","no",490308998699194,134705375118879
2008,55,"casado","blanca","Graduado Universitario","Industrial","muy buena","no",484509804001426,127115743812184
2003,44,"casado","blanca","Master Universitario","Industrial","muy buena","si",461278385671974,100764272842107
2009,30,"casado","blanca","Algun Curso Universidad","Industrial","muy buena","si",466275783168157,105927810775063
2005,40,"casado","asiatica","Master Universitario","Servicios","buena","si",447712125471966,879810327856054
2007,26,"casado","blanca","Bachillerato","Industrial","buena","no",460205999132796,996894636984864
2006,49,"casado","asiatica","Graduado Universitario","Servicios","buena","si",472427586960079,1126488963421
2004,43,"casado","blanca","Master Universitario","Industrial","muy buena","si",509691001300806,163515863976238
2004,43,"soltero","negra","Algun Curso Universidad","Industrial","muy buena","si",441497334797082,826796372966372
2008,44,"casado","blanca","Bachillerato","Industrial","muy buena","si",438021124171161,798549003093467
2006,32,"soltero","blanca","Graduado Universitario","Industrial","muy buena","no",390308998699194,495553381215226
2009,34,"casado","asiatica","Master Universitario","Servicios","muy buena","si",502938377768521,152838800991182
2009,36,"casado","asiatica","Graduado Universitario","Servicios","buena","si",5,148413159102577
2006,51,"casado","blanca","No tiene bachillerato","Industrial","muy buena","si",461909333062674,101402052302992
2007,42,"casado","blanca","Algun Curso Universidad","Servicios","buena","no",456110138364906,956888119067371
2003,60,"casado","blanca","Master Universitario","Industrial","buena","si",477815125038364,118884359339886
2004,36,"casado","blanca","Bachillerato","Industrial","buena","no",434242268082221,768936025176112
2006,47,"casado","blanca","Algun Curso Universidad","Industrial","muy buena","si",477815125038364,118884359339886
2004,60,"casado","blanca","Algun Curso Universidad","Servicios","buena","si",492941892571429,138299126920883
2003,22,"soltero","blanca","Bachillerato","Industrial","muy buena","no",4,545981500331442
2005,41,"soltero","negra","Bachillerato","Industrial","muy buena","no",417609125905568,651108537153447
2003,56,"divorciado","blanca","Graduado Universitario","Industrial","muy buena","no",469897000433602,109833985642199
2003,44,"casado","blanca","Bachillerato","Industrial","muy buena","si",430102999566398,737757432746946
2005,49,"casado","blanca","Graduado Universitario","Industrial","muy buena","si",466275783168157,105927810775063
2006,45,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",475587485567249,116265324062503
2003,25,"soltero","blanca","Algun Curso Universidad","Industrial","muy buena","no",454406804435028,940727147457005
2007,52,"casado","blanca","Algun Curso Universidad","Industrial","buena","si",477815125038364,118884359339886
2003,30,"casado","blanca","Master Universitario","Servicios","muy buena","si",5,148413159102577
2009,29,"casado","blanca","Bachillerato","Industrial","muy buena","no",465321251377534,104921506533664
2007,23,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",438021124171161,798549003093467
2007,48,"divorciado","blanca","Bachillerato","Servicios","muy buena","si",469019608002851,108874525834712
2009,44,"casado","blanca","Bachillerato","Servicios","muy buena","no",469897000433602,109833985642199
2003,62,"casado","blanca","Graduado Universitario","Industrial","muy buena","si",484509804001426,127115743812184
2006,33,"casado","blanca","Master Universitario","Industrial","muy buena","si",502118929906994,151591484239814
2008,51,"casado","blanca","Bachillerato","Servicios","buena","si",466275783168157,105927810775063
2006,36,"casado","blanca","Master Universitario","Servicios","muy buena","no",530102999566398,200543262324662
2005,23,"casado","blanca","Bachillerato","Industrial","buena","no",407918124604763,590970640815891
2003,51,"divorciado","blanca","Bachillerato","Industrial","muy buena","si",423044892137827,687480877337669
2008,47,"casado","blanca","Graduado Universitario","Industrial","muy buena","si",517609125905568,176989650489877
2003,34,"soltero","blanca","Bachillerato","Servicios","buena","si",464345267648619,10390247060316
2004,34,"casado","blanca","Bachillerato","Servicios","muy buena","si",441497334797082,826796372966372
2009,43,"casado","blanca","Master Universitario","Servicios","buena","si",530102999566398,200543262324662
2006,43,"separado","blanca","Algun Curso Universidad","Servicios","muy buena","si",46232492903979,10182435207568
2009,40,"soltero","blanca","Graduado Universitario","Industrial","buena","si",509691001300806,163515863976238
2005,59,"casado","blanca","Bachillerato","Servicios","buena","no",465321251377534,104921506533664
2008,53,"casado","blanca","Bachillerato","Industrial","muy buena","no",469897000433602,109833985642199
2004,32,"casado","blanca","Bachillerato","Servicios","muy buena","si",465321251377534,104921506533664
2008,48,"casado","blanca","Bachillerato","Industrial","muy buena","si",468124123737559,107903923866876
2008,37,"soltero","blanca","Master Universitario","Servicios","muy buena","no",520411998265593,182020620963512
2006,20,"soltero","negra","Algun Curso Universidad","Servicios","muy buena","no",431806333496276,750431540173515
2004,32,"casado","blanca","Bachillerato","Servicios","muy buena","no",411394335230684,611875264339915
2004,40,"soltero","blanca","Bachillerato","Industrial","muy buena","si",444715803134222,853839403789827
2004,48,"casado","blanca","Algun Curso Universidad","Servicios","buena","si",481885905297563,123823733834101
2005,43,"casado","blanca","Graduado Universitario","Servicios","buena","si",517609125905568,176989650489877
2009,56,"casado","asiatica","Master Universitario","Servicios","muy buena","si",477815125038364,118884359339886
2003,55,"casado","blanca","Master Universitario","Servicios","muy buena","no",559198011410292,268266292012557
2008,38,"soltero","blanca","Bachillerato","Industrial","buena","si",449415459401844,894924795180001
2006,52,"casado","blanca","Bachillerato","Industrial","buena","si",453147891704226,928958447894966
2003,40,"casado","blanca","Master Universitario","Servicios","buena","no",484509804001426,127115743812184
2005,29,"casado","blanca","Master Universitario","Servicios","muy buena","si",47481880270062,115375038556391
2007,45,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",487507284442347,130983694295002
2003,39,"casado","asiatica","No tiene bachillerato","Industrial","buena","no",423044892137827,687480877337669
2005,50,"casado","blanca","Graduado Universitario","Industrial","muy buena","si",520411998265593,182020620963512
2003,50,"casado","blanca","Master Universitario","Servicios","muy buena","si",496848294855393,143808556824369
2004,57,"casado","asiatica","Master Universitario","Servicios","muy buena","si",490308998699194,134705375118879
